timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,ema_7,ema_25,ema_99
2025-03-19 08:00:00,1.0,1.0095,0.9952,0.9997,2014859.0,1742374799999,2014659.21270000,662,669615.00000000,670012.24930000,0,,,
2025-03-19 09:00:00,0.9997,1.0001,0.9995,0.9999,561665.0,1742378399999,561541.68230000,729,390365.00000000,390252.70410000,0,,,
2025-03-19 10:00:00,0.9999,1.0,0.9997,1.0,267972.0,1742381999999,267963.39530000,509,249701.00000000,249697.30850000,0,,,
2025-03-19 11:00:00,1.0,1.0,0.9994,0.9996,568568.0,1742385599999,568370.60200000,719,252030.00000000,251944.68980000,0,,,
2025-03-19 12:00:00,0.9996,0.9999,0.9996,0.9996,117139.0,1742389199999,117108.39550000,480,65174.00000000,65161.85570000,0,,,
2025-03-19 13:00:00,0.9996,0.9998,0.9994,0.9997,209131.0,1742392799999,209030.36820000,423,60140.00000000,60112.08620000,0,,,
2025-03-19 14:00:00,0.9996,0.9998,0.9996,0.9998,92717.0,1742396399999,92688.93030000,421,38743.00000000,38734.93800000,0,0.9997359863281251,,
2025-03-19 15:00:00,0.9996,0.9998,0.9996,0.9998,131138.0,1742399999999,131109.61820000,309,111244.00000000,111221.73180000,0,0.9997519897460938,,
2025-03-19 16:00:00,0.9998,0.9998,0.9997,0.9998,53080.0,1742403599999,53067.63500000,403,35590.00000000,35582.88200000,0,0.9997639923095704,,
2025-03-19 17:00:00,0.9997,0.9998,0.9994,0.9997,186396.0,1742407199999,186317.86260000,328,17707.00000000,17701.98360000,0,0.9997479942321779,,
2025-03-19 18:00:00,0.9997,0.9997,0.9996,0.9996,47641.0,1742410799999,47624.52440000,251,25808.00000000,25800.25760000,0,0.9997109956741335,,
2025-03-19 19:00:00,0.9996,0.9997,0.9994,0.9996,78740.0,1742414399999,78707.14780000,293,33688.00000000,33677.51470000,0,0.9996832467556,,
2025-03-19 20:00:00,0.9997,0.9997,0.9996,0.9996,24847.0,1742417999999,24838.27420000,202,12130.00000000,12126.36100000,0,0.9996624350667,,
2025-03-19 21:00:00,0.9996,0.9997,0.9995,0.9996,41017.0,1742421599999,41002.57560000,191,20262.00000000,20255.92140000,0,0.9996468263000251,,
2025-03-19 22:00:00,0.9997,0.9997,0.9996,0.9997,26302.0,1742425199999,26293.14120000,197,16620.00000000,16615.01400000,0,0.9996601197250188,,
2025-03-19 23:00:00,0.9997,0.9997,0.9996,0.9997,19874.0,1742428799999,19867.42400000,173,13736.00000000,13731.87920000,0,0.999670089793764,,
2025-03-20 00:00:00,0.9996,0.9997,0.9996,0.9996,41318.0,1742432399999,41304.69890000,195,32261.00000000,32251.32170000,0,0.999652567345323,,
2025-03-20 01:00:00,0.9996,0.9997,0.9996,0.9996,37695.0,1742435999999,37681.27810000,154,13561.00000000,13556.93170000,0,0.9996394255089923,,
2025-03-20 02:00:00,0.9997,0.9997,0.9995,0.9997,38887.0,1742439599999,38871.75660000,157,3688.00000000,3686.89360000,0,0.9996545691317442,,
2025-03-20 03:00:00,0.9996,0.9997,0.9995,0.9995,25450.0,1742443199999,25439.13720000,129,15421.00000000,15415.05620000,0,0.9996159268488083,,
2025-03-20 04:00:00,0.9996,0.9997,0.9995,0.9997,12159.0,1742446799999,12154.51310000,131,9246.00000000,9242.70380000,0,0.9996369451366063,,
2025-03-20 05:00:00,0.9996,0.9997,0.9996,0.9997,10134.0,1742450399999,10130.47880000,108,5324.00000000,5322.40280000,0,0.9996527088524547,,
2025-03-20 06:00:00,0.9996,0.9997,0.9996,0.9996,154098.0,1742453999999,154040.75910000,148,43983.00000000,43969.80510000,0,0.999639531639341,,
2025-03-20 07:00:00,0.9997,0.9998,0.9996,0.9998,392678.0,1742457599999,392571.82020000,157,379756.00000000,379654.67950000,0,0.9996796487295058,,
2025-03-20 08:00:00,0.9997,0.9998,0.9997,0.9998,46609.0,1742461199999,46595.85320000,245,8359.00000000,8357.32820000,0,0.9997097365471294,0.9996874767906356,
2025-03-20 09:00:00,0.9997,1.0,0.9997,1.0,993405.0,1742464799999,993146.63140000,237,342586.00000000,342520.36480000,0,0.999782302410347,0.9997115170375099,
2025-03-20 10:00:00,0.9998,1.0003,0.9998,1.0001,1755745.0,1742468399999,1755748.18210000,378,502895.00000000,502898.22460000,0,0.9998617268077603,0.999741400342317,
2025-03-20 11:00:00,1.0001,1.0001,1.0,1.0001,158951.0,1742471999999,158956.34090000,353,53409.00000000,53414.34090000,0,0.9999212951058203,0.9997689849313696,
2025-03-20 12:00:00,1.0,1.0001,1.0,1.0001,249705.0,1742475599999,249708.43530000,513,34353.00000000,34356.43530000,0,0.9999659713293652,0.9997944476289566,
2025-03-20 13:00:00,1.0,1.0003,1.0,1.0,643006.0,1742479199999,643007.97960000,434,15814.00000000,15815.88630000,0,0.9999744784970239,0.9998102593498062,
2025-03-20 14:00:00,1.0,1.0003,1.0,1.0002,97406.0,1742482799999,97411.05840000,521,23554.00000000,23558.81160000,0,1.0000308588727678,0.9998402393998211,
2025-03-20 15:00:00,1.0002,1.0002,0.9999,0.9999,220349.0,1742486399999,220349.51940000,429,20616.00000000,20617.61320000,0,0.9999981441545758,0.9998448363690657,
2025-03-20 16:00:00,0.9999,1.0,0.9999,0.9999,43237.0,1742489999999,43235.40510000,401,27288.00000000,27288.00000000,0,0.9999736081159318,0.9998490797252915,
2025-03-20 17:00:00,0.9999,1.0,0.9999,0.9999,50486.0,1742493599999,50484.07900000,300,31276.00000000,31276.00000000,0,0.999955206086949,0.9998529966694999,
2025-03-20 18:00:00,1.0,1.0,0.9999,0.9999,155025.0,1742497199999,155010.38630000,333,8888.00000000,8888.00000000,0,0.9999414045652117,0.9998566123103076,
2025-03-20 19:00:00,0.9999,1.0,0.9999,0.9999,20426.0,1742500799999,20424.29790000,246,3405.00000000,3405.00000000,0,0.9999310534239088,0.9998599498248995,
2025-03-20 20:00:00,1.0,1.0,0.9999,0.9999,18718.0,1742504399999,18717.22610000,289,10979.00000000,10979.00000000,0,0.9999232900679316,0.9998630306075995,
2025-03-20 21:00:00,0.9999,1.0,0.9999,0.9999,18116.0,1742507999999,18114.84810000,234,6597.00000000,6597.00000000,0,0.9999174675509488,0.999865874407015,
2025-03-20 22:00:00,1.0,1.0,0.9999,1.0,79417.0,1742511599999,79411.91110000,278,28528.00000000,28528.00000000,0,0.9999381006632115,0.9998761917603216,
2025-03-20 23:00:00,1.0,1.0,0.9999,0.9999,42508.0,1742515199999,42506.64480000,378,28956.00000000,28956.00000000,0,0.9999285754974088,0.9998780231633738,
2025-03-21 00:00:00,0.9999,1.0,0.9998,0.9999,31511.0,1742518799999,31509.56840000,730,18428.00000000,18427.96870000,0,0.9999214316230567,0.9998797136892682,
2025-03-21 01:00:00,0.9999,1.0001,0.9999,0.9999,255638.0,1742522399999,255636.81430000,261,239413.00000000,239413.43680000,0,0.9999160737172925,0.9998812741747092,
2025-03-21 02:00:00,1.0,1.0,0.9999,0.9999,46415.0,1742525999999,46414.37600000,246,40175.00000000,40175.00000000,0,0.9999120552879694,0.9998827146228085,
2025-03-21 03:00:00,0.9999,1.0003,0.9999,1.0001,53151.0,1742529599999,53151.67650000,309,43897.00000000,43898.05760000,0,0.9999590414659771,0.9998994288825925,
2025-03-21 04:00:00,1.0,1.0001,1.0,1.0001,5535.0,1742533199999,5535.32000000,149,3200.00000000,3200.32000000,0,0.9999942810994829,0.9999148574300855,
2025-03-21 05:00:00,1.0,1.0001,1.0,1.0,8058.0,1742536799999,8058.37300000,165,3730.00000000,3730.37300000,0,0.9999957108246121,0.9999214068585405,
2025-03-21 06:00:00,1.0,1.0002,1.0,1.0002,98122.0,1742540399999,98130.93040000,216,89290.00000000,89298.92970000,0,1.0000467831184592,0.9999428371001913,
2025-03-21 07:00:00,1.0,1.0002,1.0,1.0001,99253.0,1742543999999,99262.18150000,134,25378.00000000,25382.55940000,0,1.0000600873388443,0.9999549265540227,
2025-03-21 08:00:00,1.0,1.0003,0.9999,0.9999,558883.0,1742547599999,558837.56590000,288,40848.00000000,40848.14190000,0,1.0000200655041334,0.9999507014344826,
2025-03-21 09:00:00,0.9999,1.0001,0.9999,0.9999,157645.0,1742551199999,157644.29120000,203,149323.00000000,149323.12340000,0,0.9999900491281,0.9999468013241378,
2025-03-21 10:00:00,0.9999,1.0004,0.9999,1.0001,578595.0,1742554799999,578682.98780000,271,560245.00000000,560332.91300000,0,1.0000175368460749,0.9999585858376657,
2025-03-21 11:00:00,1.0001,1.0004,1.0001,1.0002,28252.0,1742558399999,28257.98290000,198,6249.00000000,6250.91040000,0,1.000063152634556,0.9999771561578453,
2025-03-21 12:00:00,1.0002,1.0003,1.0002,1.0003,14224.0,1742561999999,14227.78270000,155,9379.00000000,9381.81370000,0,1.000122364475917,1.0000019902995496,
2025-03-21 13:00:00,1.0003,1.0003,1.0002,1.0002,14935.0,1742565599999,14938.81070000,305,8237.00000000,8239.47110000,0,1.0001417733569378,1.000017221814969,
2025-03-21 14:00:00,1.0003,1.0003,1.0002,1.0003,44380.0,1742569199999,44390.60650000,223,17305.00000000,17310.19150000,0,1.0001813300177034,1.0000389739830484,
2025-03-21 15:00:00,1.0002,1.0003,1.0002,1.0002,89035.0,1742572799999,89053.59900000,307,7920.00000000,7922.37600000,0,1.0001859975132774,1.000051360599737,
2025-03-21 16:00:00,1.0002,1.0003,1.0002,1.0003,12869.0,1742576399999,12872.19640000,287,6226.00000000,6227.86780000,0,1.000214498134958,1.0000704867074495,
2025-03-21 17:00:00,1.0002,1.0003,1.0002,1.0003,19073.0,1742579999999,19077.65270000,187,8381.00000000,8383.51430000,0,1.0002358736012187,1.0000881415761071,
2025-03-21 18:00:00,1.0002,1.0003,1.0002,1.0003,60952.0,1742583599999,60966.59360000,258,24032.00000000,24039.20960000,0,1.000251905200914,1.0001044383779452,
2025-03-21 19:00:00,1.0003,1.0003,1.0002,1.0003,16230.0,1742587199999,16233.75900000,202,5130.00000000,5131.53900000,0,1.0002639289006856,1.0001194815796417,
2025-03-21 20:00:00,1.0002,1.0004,1.0002,1.0003,25624.0,1742590799999,25631.51700000,258,14661.00000000,14666.32080000,0,1.0002729466755143,1.000133367611977,
2025-03-21 21:00:00,1.0003,1.0004,1.0002,1.0002,15778.0,1742594399999,15782.42730000,203,6280.00000000,6282.51200000,0,1.0002547100066357,1.0001384931802866,
2025-03-21 22:00:00,1.0002,1.0004,1.0002,1.0004,9748.0,1742597999999,9750.94050000,184,4850.00000000,4851.94000000,0,1.0002910325049768,1.0001586090894954,
2025-03-21 23:00:00,1.0002,1.0004,1.0002,1.0004,81539.0,1742601599999,81565.69940000,248,51974.00000000,51994.76200000,0,1.0003182743787327,1.0001771776210728,
2025-03-22 00:00:00,1.0003,1.0004,1.0002,1.0002,23023.0,1742605199999,23029.85780000,245,11171.00000000,11175.45140000,0,1.0002887057840495,1.0001789331886828,
